Customer_Name,Province,Region,Customer_Segment,Cust_id,id,id
VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,Cust_595,595,595
SHAHID COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,Cust_596,596,596
KATRINA BAVINGER,ONTARIO,ONTARIO,HOME OFFICE,Cust_597,597,597
MICHELLE ELLISON,ONTARIO,ONTARIO,HOME OFFICE,Cust_598,598,598
THEA HENDRICKS,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_599,599,599
COREY CATLETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_600,600,600
ED JACOBS,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_601,601,601
NOEL STAAVOS,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_602,602,602
KEITH HERRERA,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_603,603,603
CARLOS MEADOR,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_604,604,604
CORINNA MITCHELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_605,605,605
RAYMOND FAIR,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_606,606,606
KARL BROWN,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_607,607,607
NATALIE WEBBER,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_608,608,608
ERIC BARRETO,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_609,609,609
HUNTER LOPEZ,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_610,610,610
BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_611,611,611
CRAIG YEDWAB,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_612,612,612
ERIC BARRETO,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_613,613,613
CHUCK SACHS,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_614,614,614
MUHAMMED LEE,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_615,615,615
KARL BROWN,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_616,616,616
BOBBY TRAFTON,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_617,617,617
DAVID FLASHING,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_618,618,618
RICK DUSTON,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_619,619,619
TROY STAEBEL,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_620,620,620
NORA PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_621,621,621
AMY COX,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_622,622,622
HAROLD DAHLEN,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_623,623,623
JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_624,624,624
DAN CAMPBELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_625,625,625
GEORGE ZREBASSA,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_626,626,626
ELENI MCCRARY,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_627,627,627
FRANK ATKINSON,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_628,628,628
ASTREA JONES,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_629,629,629
GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_630,630,630
CATHY HWANG,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_631,631,631
DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_632,632,632
DIANNA ARNETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_633,633,633
FRED MCMATH,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_634,634,634
CHRISTY BRITTAIN,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_635,635,635
TOM PRESCOTT,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_636,636,636
YANA SORENSEN,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_637,637,637
HAROLD DAHLEN,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_638,638,638
BRAD THOMAS,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_639,639,639
CYNTHIA VOLTZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_640,640,640
DEAN PERCER,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_641,641,641
BEN PETERMAN,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_642,642,642
TRACY PODDAR,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_643,643,643
MICHAEL PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_644,644,644
COREY ROPER,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_645,645,645
MAUREEN GASTINEAU,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_646,646,646
MUHAMMED YEDWAB,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_647,647,647
ALEX GRAYSON,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_648,648,648
CHRIS CORTES,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_649,649,649
DAN CAMPBELL,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_650,650,650
SARA LUXEMBURG,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,Cust_651,651,651
ERIC MURDOCK,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_652,652,652
PAUL KNUTSON,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_653,653,653
JANET MARTIN,NEWFOUNDLAND,ATLANTIC,CORPORATE,Cust_654,654,654
NICOLE BRENNAN,NEWFOUNDLAND,ATLANTIC,CONSUMER,Cust_655,655,655
JENNIFER PATT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,Cust_656,656,656
ELPIDA RITTENBACH,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_657,657,657
DAVID WIENER,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_658,658,658
PETER MCVEE,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_659,659,659
KAREN CARLISLE,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_660,660,660
STEFANIA PERRINO,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_661,661,661
JAY FINE,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_662,662,662
PAUL LUCAS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_663,663,663
GEORGE ZREBASSA,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_664,664,664
GEORGE ZREBASSA,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_665,665,665
KARL BROWN,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_666,666,666
EVAN HENRY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_667,667,667
KEITH HERRERA,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_668,668,668
ALYSSA TATE,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_669,669,669
MICHAEL STEWART,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_670,670,670
SHIRLEY JACKSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_671,671,671
BARRY WEIRICH,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_672,672,672
NATALIE WEBBER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_673,673,673
DAMALA KOTSONIS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_674,674,674
KAREN CARLISLE,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_675,675,675
NATALIE WEBBER,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_676,676,676
KATHERINE MURRAY,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_677,677,677
HUNTER LOPEZ,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_678,678,678
ERIC BARRETO,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_679,679,679
BARRY FRANZ,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_680,680,680
FRED MCMATH,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_681,681,681
BERENIKE KAMPE,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_682,682,682
DEAN PERCER,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_683,683,683
MUHAMMED LEE,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_684,684,684
NOEL STAAVOS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_685,685,685
BOBBY TRAFTON,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_686,686,686
RICK DUSTON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_687,687,687
KARL BROWN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_688,688,688
ERICA HERNANDEZ,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_689,689,689
TONY MOLINARI,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_690,690,690
ELIZABETH MOFFITT,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_691,691,691
HAROLD DAHLEN,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_692,692,692
DAVID FLASHING,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_693,693,693
DAVID FLASHING,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_694,694,694
DEANRA ENO,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_695,695,695
CHUCK SACHS,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_696,696,696
CHRIS CORTES,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_697,697,697
RAYMOND FAIR,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_698,698,698
BOBBY TRAFTON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_699,699,699
MARK PACKER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_700,700,700
ANN BLUME,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_701,701,701
ALAN SHONELY,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_702,702,702
NORA PAIGE,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_703,703,703
FRANK ATKINSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_704,704,704
KATRINA WILLMAN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_705,705,705
JANET MARTIN,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_706,706,706
ANTHONY GARVERICK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_707,707,707
AARON HAWKINS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_708,708,708
GIULIETTA DORTCH,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_709,709,709
CARLOS MEADOR,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_710,710,710
DAVE POIRIER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_711,711,711
CHRISTY BRITTAIN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_712,712,712
TROY STAEBEL,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_713,713,713
BRADLEY DRUCKER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_714,714,714
MARK HABERLIN,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_715,715,715
BRAD THOMAS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_716,716,716
BRAD THOMAS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_717,717,717
ELENI MCCRARY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_718,718,718
BRENDAN MURRY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_719,719,719
PAUL KNUTSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_720,720,720
EMILY BURNS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_721,721,721
MAUREEN GASTINEAU,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_722,722,722
ALEX GRAYSON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_723,723,723
MICHAEL OAKMAN,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_724,724,724
DEBORAH BRUMFIELD,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_725,725,725
DIANNA ARNETT,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_726,726,726
AMY COX,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_727,727,727
SARA LUXEMBURG,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_728,728,728
ROBERT BARROSO,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_729,729,729
DARRIN SAYRE,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_730,730,730
DEBORAH BRUMFIELD,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_731,731,731
ELENI MCCRARY,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_732,732,732
MICHAEL KENNEDY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_733,733,733
MARC CRIER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_734,734,734
BOBBY ELIAS,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_735,735,735
JONI WASSERMAN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_736,736,736
KAREN FERGUSON,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_737,737,737
NICOLE BRENNAN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_738,738,738
GIULIETTA DORTCH,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_739,739,739
BRADLEY TALBOTT,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_740,740,740
BRADLEY TALBOTT,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_741,741,741
BRIAN STUGART,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_742,742,742
JULIA BARNETT,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_743,743,743
EMILY PHAN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_744,744,744
LIZ WILLINGHAM,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_745,745,745
CRAIG YEDWAB,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_746,746,746
ANDY REITER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_747,747,747
BEN PETERMAN,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_748,748,748
DENISE LEINENBACH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_749,749,749
BILL TYLER,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_750,750,750
DENISE LEINENBACH,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_751,751,751
DEBRA CATINI,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_752,752,752
ANN BLUME,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_753,753,753
BECKY MARTIN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_754,754,754
ERIC BARRETO,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_755,755,755
ASTREA JONES,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_756,756,756
COREY CATLETT,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_757,757,757
BENJAMIN VENIER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_758,758,758
NORA PAIGE,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_759,759,759
TRACY PODDAR,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_760,760,760
BILL SHONELY,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_761,761,761
CRAIG YEDWAB,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_762,762,762
PIERRE WENER,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_763,763,763
DAN CAMPBELL,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_764,764,764
MICHAEL PAIGE,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_765,765,765
CATHY HWANG,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_766,766,766
SYLVIA FOULSTON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_767,767,767
DAN CAMPBELL,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_768,768,768
JULIE KRIZ,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_769,769,769
SYLVIA FOULSTON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_770,770,770
MUHAMMED YEDWAB,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_771,771,771
JENNIFER PATT,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_772,772,772
DAVID KENDRICK,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_773,773,773
DOUG JACOBS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_774,774,774
LUKE FOSTER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_775,775,775
BRIAN STUGART,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_776,776,776
SARA LUXEMBURG,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_777,777,777
DIANNA WILSON,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_778,778,778
DAVID SMITH,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_779,779,779
MICHELLE TRAN,QUEBEC,QUEBEC,CONSUMER,Cust_780,780,780
DAVE HALLSTEN,QUEBEC,QUEBEC,CORPORATE,Cust_781,781,781
SANJIT JACOBS,QUEBEC,QUEBEC,CONSUMER,Cust_782,782,782
BARRY GONZALEZ,QUEBEC,QUEBEC,CONSUMER,Cust_783,783,783
VIVIAN MATHIS,QUEBEC,QUEBEC,CORPORATE,Cust_784,784,784
VIVIAN MATHIS,QUEBEC,QUEBEC,HOME OFFICE,Cust_785,785,785
CAROL ADAMS,QUEBEC,QUEBEC,CORPORATE,Cust_786,786,786
VIVEK GONZALEZ,QUEBEC,QUEBEC,CONSUMER,Cust_787,787,787
BRADLEY NGUYEN,QUEBEC,QUEBEC,CONSUMER,Cust_788,788,788
MATT COLLISTER,QUEBEC,QUEBEC,HOME OFFICE,Cust_789,789,789
VIVIAN MATHIS,QUEBEC,QUEBEC,CONSUMER,Cust_790,790,790
MICHELLE TRAN,QUEBEC,QUEBEC,CORPORATE,Cust_791,791,791
PETE TAKAHITO,QUEBEC,QUEBEC,CORPORATE,Cust_792,792,792
RALPH ARNETT,QUEBEC,QUEBEC,CONSUMER,Cust_793,793,793
JASON KLAMCZYNSKI,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_794,794,794
MICHELLE TRAN,QUEBEC,QUEBEC,HOME OFFICE,Cust_795,795,795
GREG TRAN,QUEBEC,QUEBEC,HOME OFFICE,Cust_796,796,796
GENE MCCLURE,QUEBEC,QUEBEC,HOME OFFICE,Cust_797,797,797
HELEN WASSERMAN,QUEBEC,QUEBEC,HOME OFFICE,Cust_798,798,798
HELEN WASSERMAN,QUEBEC,QUEBEC,CORPORATE,Cust_799,799,799
ROSS DEVINCENTIS,QUEBEC,QUEBEC,CORPORATE,Cust_800,800,800
JASON KLAMCZYNSKI,QUEBEC,QUEBEC,HOME OFFICE,Cust_801,801,801
VALERIE MITCHUM,QUEBEC,QUEBEC,HOME OFFICE,Cust_802,802,802
DAVE HALLSTEN,QUEBEC,QUEBEC,HOME OFFICE,Cust_803,803,803
BRADLEY NGUYEN,QUEBEC,QUEBEC,CORPORATE,Cust_804,804,804
BARRY GONZALEZ,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_805,805,805
BART PISTOLE,QUEBEC,QUEBEC,CONSUMER,Cust_806,806,806
CHAD MCGUIRE,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_807,807,807
SCOTT COHEN,QUEBEC,QUEBEC,CONSUMER,Cust_808,808,808
GENE MCCLURE,QUEBEC,QUEBEC,CONSUMER,Cust_809,809,809
VIVEK SUNDARESAM,QUEBEC,QUEBEC,HOME OFFICE,Cust_810,810,810
NATALIE DECHERNEY,QUEBEC,QUEBEC,CONSUMER,Cust_811,811,811
MICHELLE HUTHWAITE,QUEBEC,QUEBEC,HOME OFFICE,Cust_812,812,812
CYNTHIA DELANEY,QUEBEC,QUEBEC,CORPORATE,Cust_813,813,813
TOM STIVERS,QUEBEC,QUEBEC,CORPORATE,Cust_814,814,814
RICK REED,QUEBEC,QUEBEC,CONSUMER,Cust_815,815,815
GARY MCGARR,QUEBEC,QUEBEC,HOME OFFICE,Cust_816,816,816
CYNTHIA DELANEY,QUEBEC,QUEBEC,HOME OFFICE,Cust_817,817,817
TOM STIVERS,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_818,818,818
BART PISTOLE,QUEBEC,QUEBEC,HOME OFFICE,Cust_819,819,819
DARREN BUDD,QUEBEC,QUEBEC,CORPORATE,Cust_820,820,820
LIZ WILLINGHAM,QUEBEC,QUEBEC,HOME OFFICE,Cust_821,821,821
STEFANIA PERRINO,QUEBEC,QUEBEC,CORPORATE,Cust_822,822,822
THEA HENDRICKS,QUEBEC,QUEBEC,HOME OFFICE,Cust_823,823,823
GRANT THORNTON,QUEBEC,QUEBEC,CORPORATE,Cust_824,824,824
CARLOS MEADOR,QUEBEC,QUEBEC,CONSUMER,Cust_825,825,825
CARLOS MEADOR,QUEBEC,QUEBEC,CORPORATE,Cust_826,826,826
DOUG JACOBS,QUEBEC,QUEBEC,HOME OFFICE,Cust_827,827,827
BECKY MARTIN,QUEBEC,QUEBEC,HOME OFFICE,Cust_828,828,828
SPEROS GORANITIS,QUEBEC,QUEBEC,CORPORATE,Cust_829,829,829
KATHERINE MURRAY,QUEBEC,QUEBEC,HOME OFFICE,Cust_830,830,830
MICHAEL PAIGE,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_831,831,831
ROBERT BARROSO,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_832,832,832
DEAN PERCER,QUEBEC,QUEBEC,HOME OFFICE,Cust_833,833,833
ANN BLUME,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_834,834,834
DAMALA KOTSONIS,QUEBEC,QUEBEC,CORPORATE,Cust_835,835,835
PAUL KNUTSON,QUEBEC,QUEBEC,CORPORATE,Cust_836,836,836
GEORGE ZREBASSA,QUEBEC,QUEBEC,HOME OFFICE,Cust_837,837,837
NOEL STAAVOS,QUEBEC,QUEBEC,HOME OFFICE,Cust_838,838,838
AARON HAWKINS,QUEBEC,QUEBEC,HOME OFFICE,Cust_839,839,839
ELLIS BALLARD,QUEBEC,QUEBEC,CORPORATE,Cust_840,840,840
TOM PRESCOTT,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_841,841,841
DIANNA ARNETT,QUEBEC,QUEBEC,HOME OFFICE,Cust_842,842,842
CHUCK SACHS,QUEBEC,QUEBEC,CONSUMER,Cust_843,843,843
BILL SHONELY,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_844,844,844
ERIC BARRETO,QUEBEC,QUEBEC,CONSUMER,Cust_845,845,845
DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_846,846,846
DAVID FLASHING,QUEBEC,QUEBEC,HOME OFFICE,Cust_847,847,847
ELIZABETH MOFFITT,QUEBEC,QUEBEC,CONSUMER,Cust_848,848,848
BEN PETERMAN,QUEBEC,QUEBEC,CORPORATE,Cust_849,849,849
BRAD THOMAS,QUEBEC,QUEBEC,HOME OFFICE,Cust_850,850,850
YANA SORENSEN,QUEBEC,QUEBEC,CORPORATE,Cust_851,851,851
JANET MARTIN,QUEBEC,QUEBEC,CORPORATE,Cust_852,852,852
DEBRA CATINI,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_853,853,853
DAN CAMPBELL,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_854,854,854
SYLVIA FOULSTON,QUEBEC,QUEBEC,CORPORATE,Cust_855,855,855
ALEX GRAYSON,QUEBEC,QUEBEC,CONSUMER,Cust_856,856,856
BARRY FRANZ,QUEBEC,QUEBEC,CORPORATE,Cust_857,857,857
ANTHONY GARVERICK,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_858,858,858
ASTREA JONES,QUEBEC,QUEBEC,CORPORATE,Cust_859,859,859
CATHY HWANG,QUEBEC,QUEBEC,HOME OFFICE,Cust_860,860,860
DEBORAH BRUMFIELD,QUEBEC,QUEBEC,CORPORATE,Cust_861,861,861
FRANK ATKINSON,QUEBEC,QUEBEC,CORPORATE,Cust_862,862,862
JULIE KRIZ,QUEBEC,QUEBEC,CORPORATE,Cust_863,863,863
ERICA HERNANDEZ,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_864,864,864
BOBBY ELIAS,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_865,865,865
JONI WASSERMAN,QUEBEC,QUEBEC,CONSUMER,Cust_866,866,866
JENNIFER PATT,QUEBEC,QUEBEC,HOME OFFICE,Cust_867,867,867
DIANNA WILSON,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_868,868,868
EMILY PHAN,QUEBEC,QUEBEC,CONSUMER,Cust_869,869,869
KARL BROWN,QUEBEC,QUEBEC,HOME OFFICE,Cust_870,870,870
MARIBETH DONA,QUEBEC,QUEBEC,HOME OFFICE,Cust_871,871,871
EVAN HENRY,QUEBEC,QUEBEC,CORPORATE,Cust_872,872,872
BILL TYLER,QUEBEC,QUEBEC,CONSUMER,Cust_873,873,873
DENISE LEINENBACH,QUEBEC,QUEBEC,HOME OFFICE,Cust_874,874,874
MICHAEL STEWART,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_875,875,875
CORINNA MITCHELL,QUEBEC,QUEBEC,CORPORATE,Cust_876,876,876
MICHAEL KENNEDY,QUEBEC,QUEBEC,CORPORATE,Cust_877,877,877
ALAN SHONELY,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_878,878,878
SHIRLEY JACKSON,QUEBEC,QUEBEC,CORPORATE,Cust_879,879,879
FRED MCMATH,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_880,880,880
ANDY REITER,QUEBEC,QUEBEC,CORPORATE,Cust_881,881,881
KARL BROWN,QUEBEC,QUEBEC,CORPORATE,Cust_882,882,882
MUHAMMED LEE,QUEBEC,QUEBEC,CONSUMER,Cust_883,883,883
PIERRE WENER,QUEBEC,QUEBEC,HOME OFFICE,Cust_884,884,884
PAUL LUCAS,QUEBEC,QUEBEC,CORPORATE,Cust_885,885,885
BENJAMIN VENIER,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_886,886,886
HAROLD DAHLEN,QUEBEC,QUEBEC,CORPORATE,Cust_887,887,887
ERIC BARRETO,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_888,888,888
TROY STAEBEL,QUEBEC,QUEBEC,SMALL BUSINESS,Cust_889,889,889
TRACY PODDAR,QUEBEC,QUEBEC,CORPORATE,Cust_890,890,890
BOBBY TRAFTON,QUEBEC,QUEBEC,CORPORATE,Cust_891,891,891
TONY MOLINARI,QUEBEC,QUEBEC,CORPORATE,Cust_892,892,892
RICK DUSTON,QUEBEC,QUEBEC,CORPORATE,Cust_893,893,893
BRENDAN MURRY,QUEBEC,QUEBEC,CORPORATE,Cust_894,894,894
CHRISTY BRITTAIN,QUEBEC,QUEBEC,CONSUMER,Cust_895,895,895
